latitude,longitude,vehicle_type,timestamp,object_id
13.828432128337305,121.3510142285253,bicycle,2025-06-17 02:36:09.560000+00:00,987
13.828432128337305,121.3510142285253,person,2025-06-17 02:36:09.860000+00:00,1004
13.828424220857896,121.3500402699686,car,2025-06-17 02:36:16.360000+00:00,1048
13.828424220857896,121.3500402699686,truck,2025-06-17 02:36:16.860000+00:00,1053
13.828420799188413,121.34977007628528,car,2025-06-17 02:36:18.360000+00:00,1075
13.828420799188413,121.34977007628528,car,2025-06-17 02:36:19.060000+00:00,1091
13.828417975318049,121.34964734723886,car,2025-06-17 02:36:19.760000+00:00,1100
13.82841632327816,121.34953780927344,car,2025-06-17 02:36:20.960000+00:00,1123
13.828415599245185,121.34943517604177,car,2025-06-17 02:36:22.060000+00:00,1142
13.82841445923134,121.3493374143342,car,2025-06-17 02:36:22.260000+00:00,1151
13.82841445923134,121.3493374143342,truck,2025-06-17 02:36:22.960000+00:00,1162
13.82841445923134,121.3493374143342,person,2025-06-17 02:36:22.960000+00:00,1163
13.828410460261244,121.34917521459218,truck,2025-06-17 02:36:24.660000+00:00,1183
